movieId,title,imdbId,imdbRating,url,revenue,tmdbId,plot,poster,released,budget
"""2463""","""Ruthless People""","""0091877""",6.9,"""https://themoviedb.org/movie/12151""",71,"""12151""","""A couple, cheated by a vile businessman, kidnap his wife in retaliation, without knowing that their enemy is delighted they did.""","""https://image.tmdb.org/t/p/w440_and_h660_face/z44VvlXOr7XeDkaw9ft5kGipHIW.jpg""","""1986-06-27""",null
"""2464""","""Trick or Treat""","""0092112""",5.7,"""https://themoviedb.org/movie/25438""",6797218,"""25438""","""Sammi Curr was a famous, devil-worshiping rock star who died under mysterious circumstances. Now he wants to come back to life. Doing so requires possessing radio wave & automobiles and making a few human sacrifices.""","""https://image.tmdb.org/t/p/w440_and_h660_face/nOpoUynxE9iPeOFm9nqf0nUCq1Z.jpg""","""1986-10-24""",null
"""2465""","""Deadly Friend""","""0090917""",5.5,"""https://themoviedb.org/movie/33278""",8988731,"""33278""","""After his friend is killed by her abusive father, the new kid in town attempts to save her by implanting robotic microchips into her brain.""","""https://image.tmdb.org/t/p/w440_and_h660_face/io3vTgY3SxuxH09D52w1Hb3C46m.jpg""","""1986-10-10""",null
"""2467""","""Name of the Rose, The (Name der Rose, Der)""","""0091605""",7.8,"""https://themoviedb.org/movie/192""",7153487,"""192""","""An intellectually nonconformist monk investigates a series of mysterious deaths in an isolated abbey.""","""https://image.tmdb.org/t/p/w440_and_h660_face/lJFoMOZoiISnBeKYKMlrzvu5PNy.jpg""","""1986-09-24""",20000000
"""2468""","""Jumpin' Jack Flash""","""0091306""",5.8,"""https://themoviedb.org/movie/10945""",null,"""10945""","""Terry works for a bank, and uses computers to communicate with clients all over the world. One day she gets a coded message from an unknown source. After decoding the message, Terry becomes...""","""https://image.tmdb.org/t/p/w440_and_h660_face/5mMKDTNpHUlYk9paVjFKYbift4e.jpg""","""1986-10-10""",null
"""2469""","""Peggy Sue Got Married""","""0091738""",6.3,"""https://themoviedb.org/movie/10013""",41382841,"""10013""","""Peggy Sue faints at a high school reunion. When she wakes up, she finds herself in her own past, just before she finished school.""","""https://image.tmdb.org/t/p/w440_and_h660_face/nhxj5XmhWeZbWH6LP8IRenyEjbt.jpg""","""1986-10-10""",18000000
"""2470""","""Crocodile Dundee""","""0090555""",6.5,"""https://themoviedb.org/movie/9671""",328203506,"""9671""","""An American reporter goes to the Australian outback to meet an eccentric crocodile poacher and invites him to New York City.""","""https://image.tmdb.org/t/p/w440_and_h660_face/pduPduL1ub5kok3lPYT15ryC9L6.jpg""","""1986-09-26""",5000000
"""2471""","""Crocodile Dundee II""","""0092493""",5.5,"""https://themoviedb.org/movie/9396""",239606210,"""9396""","""Australian outback expert protects his New York love from gangsters who've followed her down under.""","""https://image.tmdb.org/t/p/w440_and_h660_face/4DXagEK09xO5xBUFUUr1SL1yUpd.jpg""","""1988-05-25""",null
"""2472""","""Tough Guys""","""0092105""",6.1,"""https://themoviedb.org/movie/11038""",21458229,"""11038""","""Two elderly gangsters are released from prison only to find they have trouble fitting in as old men who still take no guff from anyone.""","""https://image.tmdb.org/t/p/w440_and_h660_face/eDp0MPUSCeXrIziaZC65iUHISLs.jpg""","""1986-10-03""",10000000
"""2473""","""Soul Man""","""0091991""",5.1,"""https://themoviedb.org/movie/12278""",null,"""12278""","""To achieve his dream of attending Harvard, a pampered teen poses as a young black man to receive a full scholarship.""","""https://image.tmdb.org/t/p/w440_and_h660_face/mTc1lwXep6KjJkoaqrdo59zB7S6.jpg""","""1986-10-24""",null
"""2474""","""Color of Money, The""","""0090863""",7.0,"""https://themoviedb.org/movie/11873""",52293982,"""11873""","""Fast Eddie Felson teaches a cocky but immensely talented protégé the ropes of pool hustling, which in turn inspires him to make an unlikely comeback.""","""https://image.tmdb.org/t/p/w440_and_h660_face/9x6Lq6gSwV5pXO3DkgfKvdT4yHM.jpg""","""1986-10-17""",13800000
"""2475""","""52 Pick-Up""","""0090567""",6.4,"""https://themoviedb.org/movie/18588""",5186646,"""18588""","""A secret fling between a man and his mistress leads to blackmail and murder.""","""https://image.tmdb.org/t/p/w440_and_h660_face/zHbsTf8GyODgazWBnrmflJk2caG.jpg""","""1986-11-07""",null
"""2476""","""Heartbreak Ridge""","""0091187""",6.8,"""https://themoviedb.org/movie/10015""",42724017,"""10015""","""A hard-nosed, hard-living Marine gunnery sergeant clashes with his superiors and his ex-wife as he takes command of a spoiled recon platoon with a bad attitude.""","""https://image.tmdb.org/t/p/w440_and_h660_face/cErI90l2fpzWvsS2buNV6dPOKg4.jpg""","""1986-12-05""",15000000
"""2478""","""¡Three Amigos!""","""0092086""",6.4,"""https://themoviedb.org/movie/8388""",null,"""8388""","""Three actors accept an invitation to a Mexican village to perform their onscreen bandit fighter roles, unaware that it is the real thing.""","""https://image.tmdb.org/t/p/w440_and_h660_face/gbstiT6QohTCifCGGyhk0CMqFhL.jpg""","""1986-12-12""",25000000
"""2479""","""Gloria""","""0120683""",5.1,"""https://themoviedb.org/movie/45712""",4197729,"""45712""","""Sharon Stone plays a street-wise, middle-aged moll standing up against the mobs, all of which is complicated by a 6 year old urchin with a will of his own who she reluctantly takes under ...""","""https://image.tmdb.org/t/p/w440_and_h660_face/1AKAfnT3nm7asU9qyNT6gtS1vbe.jpg""","""1999-01-22""",30000000
"""2481""","""My Name Is Joe""","""0151691""",7.5,"""https://themoviedb.org/movie/8129""",null,"""8129""","""Two thirtysomethings, unemployed former alcoholic Joe and community health worker Sarah, start a romantic relationship in the one of the toughest Glasgow neighbourhoods.""","""https://image.tmdb.org/t/p/w440_and_h660_face/chcyaEl8sXXfB1PGpIKJBi5w2ZL.jpg""","""1999-01-22""",null
"""2482""","""Still Crazy""","""0149151""",7.1,"""https://themoviedb.org/movie/1618""",null,"""1618""","""Strange Fruit had everything that makes a legendary rockband: Money, Fame, Success, Groupies, a Singer who died of drugs and even a divine ending, when lightning struck the stage during ...""","""https://image.tmdb.org/t/p/w440_and_h660_face/4lxItbHdxRKYBMUWpNeamDtozEh.jpg""","""1999-01-22""",null
"""2483""","""Day of the Beast, The (Día de la Bestia, El)""","""0112922""",7.5,"""https://themoviedb.org/movie/10722""",4367497,"""10722""","""A Basque priest finds by means of a cabalistic study of the Bible that the Antichrist is going to be born on Christmas Day in Madrid. Assisted by a heavy-metal fan and the host of a TV show...""","""https://image.tmdb.org/t/p/w440_and_h660_face/5qfTmgFdTCOYMw4ExtVLgFfjutg.jpg""","""1998-12-23""",null
"""2485""","""She's All That""","""0160862""",5.8,"""https://themoviedb.org/movie/10314""",103166989,"""10314""","""A high school jock makes a bet that he can turn an unattractive girl into the school's prom queen.""","""https://image.tmdb.org/t/p/w440_and_h660_face/a0pepZNFCjggc7Na9gEwbTI1f46.jpg""","""1999-01-29""",10000000
"""2486""","""24 Hour Woman, The""","""0138279""",5.8,"""https://themoviedb.org/movie/125548""",null,"""125548""","""Grace tries to be the perfect mother and TV producer but finds trouble in juggling both.""","""https://image.tmdb.org/t/p/w440_and_h660_face/a4FKaaqTzBHCx09jgIgc7jZFbVB.jpg""","""1999-01-29""",null
"""2487""","""Blood, Guts, Bullets and Octane""","""0163984""",5.5,"""https://themoviedb.org/movie/47139""",13674,"""47139""","""A Cherry Pontiac Lemans Convertible...Two Days...Two-Hundred & Fifty Grand. When your lemon lot hits the skids you glom the gig no matter what the smell. For Bob and Sid, two slicked-back ...""","""https://image.tmdb.org/t/p/w440_and_h660_face/kaDj4ET5kA5NUPn5q3aUjLMrIzy.jpg""","""1998-10-16""",7300
"""2488""","""Peeping Tom""","""0054167""",7.8,"""https://themoviedb.org/movie/11167""",83957,"""11167""","""A young man murders women, using a movie camera to film their dying expressions of terror.""","""https://image.tmdb.org/t/p/w440_and_h660_face/tqV6rCGWTQkQcKox6msBedyQC18.jpg""","""1962-05-15""",150000
"""2490""","""Payback""","""0120784""",7.1,"""https://themoviedb.org/movie/2112""",161626121,"""2112""","""Porter is shot by his wife and best friend and is left to die. When he survives he plots revenge.""","""https://image.tmdb.org/t/p/w440_and_h660_face/6wvtqAKsMso4oKTCmAlKtV2W0Zy.jpg""","""1999-02-05""",90000000
"""2491""","""Simply Irresistible""","""0145893""",5.3,"""https://themoviedb.org/movie/16172""",4398989,"""16172""","""A magical crab works wonders for a terrible chef's culinary skills, leading her towards the man of her dreams.""","""https://image.tmdb.org/t/p/w440_and_h660_face/dvhidte39c1Y5X2XlW2nwpAlRzT.jpg""","""1999-02-05""",6000000
"""2492""","""20 Dates""","""0138987""",5.3,"""https://themoviedb.org/movie/111794""",null,"""111794""","""A documentary type film about the dates Myles has gone on as he tries to find out how to find love in the future.""","""https://image.tmdb.org/t/p/w440_and_h660_face/79TTGQZrOAzwuWxcOy8y6k6Ldm0.jpg""","""1999-02-26""",null
"""2493""","""Harmonists, The""","""0128133""",7.2,"""https://themoviedb.org/movie/9524""",null,"""9524""","""Comedian Harmonists tells the story of a famous, German male sextet, five vocals and piano, the Comedian Harmonists, from the day they meet first in 1927 to the day in 1934, when they ...""","""https://image.tmdb.org/t/p/w440_and_h660_face/jWUZjvW8Nb7i1H0Zkoc6vSZE9g2.jpg""","""1997-12-25""",null
"""2494""","""Last Days, The""","""0174852""",7.7,"""https://themoviedb.org/movie/20595""",null,"""20595""","""Five Jewish Hungarians, now U.S. citizens, tell their stories: before March, 1944, when Nazis began to exterminate Hungarian Jews, months in concentration camps, and visiting childhood ...""","""https://image.tmdb.org/t/p/w440_and_h660_face/6sQo7ezsKc1iNuzNJLDOfZS7oTG.jpg""","""1999-07-15""",null
"""2495""","""Fantastic Planet, The (Planète sauvage, La)""","""0070544""",7.8,"""https://themoviedb.org/movie/16306""",null,"""16306""","""This futuristic story takes place on a faraway planet where blue giants rule, and oppressed humanoids rebel against the machine-like leaders.""","""https://image.tmdb.org/t/p/w440_and_h660_face/prq0j1S0K07UjwLZLF6oMGflRUI.jpg""","""1973-12-01""",null
"""2496""","""Blast from the Past""","""0124298""",6.6,"""https://themoviedb.org/movie/11622""",40263020,"""11622""","""A romantic comedy about a naive man who comes out into the world after being in a nuclear fallout shelter for 35 years.""","""https://image.tmdb.org/t/p/w440_and_h660_face/qVN4bbVX2tzaNbAdEJT5eOPq26c.jpg""","""1999-02-12""",35000000
"""2497""","""Message in a Bottle""","""0139462""",6.1,"""https://themoviedb.org/movie/10207""",118880016,"""10207""","""A woman discovers a tragic love letter in a bottle on a beach, and is determined to track down its author.""","""https://image.tmdb.org/t/p/w440_and_h660_face/majQar87QNbrC47qYMcmK1oCohZ.jpg""","""1999-02-12""",80000000
"""2498""","""My Favorite Martian""","""0120764""",4.9,"""https://themoviedb.org/movie/9849""",36850101,"""9849""","""A martian lands on Earth and makes friends with a reporter.""","""https://image.tmdb.org/t/p/w440_and_h660_face/bUOPiikdD95FmwE0qwrm0Qf4mRQ.jpg""","""1999-02-12""",65000000
"""2499""","""God Said 'Ha!'""","""0119207""",7.2,"""https://themoviedb.org/movie/82865""",null,"""82865""","""Julia Sweeney tells the viewers the monologue about the hard time in her life when her brother fought with cancer and she was also diagnosed with a rare form of cancer.""",null,"""1998-03-14""",null
"""2500""","""Jawbreaker""","""0155776""",5.4,"""https://themoviedb.org/movie/18892""",3076820,"""18892""","""Three of the most popular girls at Reagan High accidentally kill the prom queen with a jaw-breaker when a kidnapping goes horribly wrong.""","""https://image.tmdb.org/t/p/w440_and_h660_face/gwjJPAraQy5fDd3NJvK677uItU4.jpg""","""1999-02-19""",3000000
"""2501""","""October Sky""","""0132477""",7.8,"""https://themoviedb.org/movie/13466""",34698685,"""13466""","""The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes.""","""https://image.tmdb.org/t/p/w440_and_h660_face/vjRSVHAqQo6t7faNVQj3WNSJWUv.jpg""","""1999-02-19""",25000000
"""2502""","""Office Space""","""0151804""",7.8,"""https://themoviedb.org/movie/1542""",10827810,"""1542""","""Three company workers who hate their jobs decide to rebel against their greedy boss.""","""https://image.tmdb.org/t/p/w440_and_h660_face/gA49wTJMIr3TUM6fEDkjeGxkYgZ.jpg""","""1999-02-19""",10000000
"""2504""","""200 Cigarettes""","""0137338""",5.9,"""https://themoviedb.org/movie/15256""",6852450,"""15256""","""A collection of twentysomethings try to cope with relationships, loneliness, desire and their individual neuroses.""","""https://image.tmdb.org/t/p/w440_and_h660_face/tq68HwUioABtXx03ujTK1chR6Ug.jpg""","""1999-02-26""",6000000
"""2505""","""8MM""","""0134273""",6.5,"""https://themoviedb.org/movie/8224""",96618699,"""8224""","""A private investigator is hired to discover if a snuff film is authentic or not.""","""https://image.tmdb.org/t/p/w440_and_h660_face/h9JCnVmuJgr37czGoNynXAoOJjj.jpg""","""1999-02-26""",40000000
"""2506""","""Other Sister, The""","""0123209""",6.4,"""https://themoviedb.org/movie/18417""",null,"""18417""","""A mentally challenged girl proves herself to be every bit as capable as her perfect sister when she moves into an apartment and begins going to college.""","""https://image.tmdb.org/t/p/w440_and_h660_face/s6DNg3HOeVmzxm3wSwL0cXSQQLq.jpg""","""1999-02-26""",35000000
"""2507""","""Breakfast of Champions""","""0120618""",4.6,"""https://themoviedb.org/movie/12479""",null,"""12479""","""A portrait of a fictional town in the mid west that is home to a group of idiosyncratic and slightly neurotic characters. Dwayne Hoover is a wealthy car dealer-ship owner that's on the ...""","""https://image.tmdb.org/t/p/w440_and_h660_face/nshApUssXnCvLIuK4Sehpty8BY9.jpg""","""1999-02-18""",12000000
"""2511""","""Long Goodbye, The""","""0070334""",7.7,"""https://themoviedb.org/movie/1847""",959000,"""1847""","""Detective Philip Marlowe tries to help a friend who is accused of murdering his wife.""","""https://image.tmdb.org/t/p/w440_and_h660_face/oBhUK54yBJ0aH6u9zCzSV5iV7OP.jpg""","""1973-03-07""",1700000
"""2513""","""Pet Sematary""","""0098084""",6.6,"""https://themoviedb.org/movie/8913""",57469467,"""8913""","""Behind a young family's home in Maine is a terrible secret that holds the power of life after death. When tragedy strikes, the threat of that power soon becomes undeniable.""","""https://image.tmdb.org/t/p/w440_and_h660_face/8ZtH1V4rhrtP53ezlEWrCaMALXF.jpg""","""1989-04-21""",11500000
"""2514""","""Pet Sematary II""","""0105128""",4.7,"""https://themoviedb.org/movie/10906""",17092453,"""10906""","""The ancient Indian cemetery with the power to raise the dead returns and influences the lives of new residents.""","""https://image.tmdb.org/t/p/w440_and_h660_face/Ak27BPNtSVp6j7ZLNhWHFVMks9r.jpg""","""1992-08-28""",8000000
"""2515""","""Children of the Corn II: The Final Sacrifice""","""0106557""",4.2,"""https://themoviedb.org/movie/25748""",6980986,"""25748""","""A journalist and his son travel to Nebraska to investigate the mysterious town of Gaitlin where, unbeknownst to them, a murderous cult of children are waiting in the corn fields.""","""https://image.tmdb.org/t/p/w440_and_h660_face/iXo8saSvSRTjis7ar98h6BduVmN.jpg""","""1993-01-29""",900000
"""2516""","""Children of the Corn III""","""0109415""",4.0,"""https://themoviedb.org/movie/25749""",null,"""25749""","""Two brothers, formerly of the murderous children's cult of Gatlin Nebraska, are taken to Chicago by an unwitting couple.""","""https://image.tmdb.org/t/p/w440_and_h660_face/ioOJZ2EshEuYwThxAo8nuNAfT2t.jpg""","""1995-09-12""",null
"""2517""","""Christine""","""0085333""",6.6,"""https://themoviedb.org/movie/8769""",21200000,"""8769""","""A nerdish boy buys a strange car with an evil mind of its own and his nature starts to change to reflect it.""","""https://image.tmdb.org/t/p/w440_and_h660_face/7O2osr2ZWYBMGbHP5p2yPi3lkQw.jpg""","""1983-12-09""",9700000
"""2518""","""Night Shift""","""0084412""",6.5,"""https://themoviedb.org/movie/14742""",21095683,"""14742""","""A nebbish of a morgue attendant gets shunted back to the night shift where he is shackled with an obnoxious neophyte partner who dreams of the one great idea for success. His life takes a...""","""https://image.tmdb.org/t/p/w440_and_h660_face/srd48SpmL8KNjPYCobCEAbgohYK.jpg""","""1982-07-30""",null
"""2519""","""House on Haunted Hill""","""0051744""",6.9,"""https://themoviedb.org/movie/15856""",null,"""15856""","""A millionaire offers ten thousand dollars to five people who agree to be locked in a large, spooky, rented house overnight with him and his wife.""","""https://image.tmdb.org/t/p/w440_and_h660_face/9TQ8R07GNPHXhl9buzgcI44yxsD.jpg""","""1959-02-17""",200000
"""2520""","""Airport""","""0065377""",6.6,"""https://themoviedb.org/movie/10671""",100489151,"""10671""","""A bomber on board an airplane, an airport almost closed by snow, and various personal problems of the people involved.""","""https://image.tmdb.org/t/p/w440_and_h660_face/aUCkZ5c4PgyoiPuGGW7ikcogNjq.jpg""","""1970-03-05""",10000000
"""2521""","""Airport 1975""","""0071110""",5.5,"""https://themoviedb.org/movie/27932""",47000000,"""27932""","""A 747 in flight collides with a small plane, and is rendered pilotless. Somehow the control tower must get a pilot aboard so the jet can land.""","""https://image.tmdb.org/t/p/w440_and_h660_face/etfUuwVCvywq8mGspT94CBeLpSz.jpg""","""1974-10-18""",3000000
"""2522""","""Airport '77""","""0075648""",5.5,"""https://themoviedb.org/movie/7227""",30000000,"""7227""","""Art thieves hijack a 747, hit fog and crash into the ocean, trapping them and the passengers under 100 feet of water.""","""https://image.tmdb.org/t/p/w440_and_h660_face/m9b3frZR0Wu8I3ayN3QPrxfZMvC.jpg""","""1977-03-11""",6000000
"""2523""","""Rollercoaster""","""0076636""",6.2,"""https://themoviedb.org/movie/10670""",null,"""10670""","""A blackmailer threatens to sabotage roller-coasters at various American amusement parks if he isn't paid a huge ransom.""","""https://image.tmdb.org/t/p/w440_and_h660_face/sIJwvH1j8dqrmWo601jBoFRouQQ.jpg""","""1977-06-17""",null
"""2524""","""Towering Inferno, The""","""0072308""",6.9,"""https://themoviedb.org/movie/5919""",116000000,"""5919""","""At the opening party of a colossal, but poorly constructed, office building, a massive fire breaks out that threatens to destroy the tower and everyone in it.""","""https://image.tmdb.org/t/p/w440_and_h660_face/eyuJrK2IdB01tisl2QKOoGSVXJx.jpg""","""1974-12-20""",14000000
"""2525""","""Alligator""","""0080354""",5.9,"""https://themoviedb.org/movie/33518""",null,"""33518""","""A baby alligator is flushed down a Chicago toilet and survives by eating discarded laboratory rats injected with growth hormones. The small reptile grows gigantic, escapes the city sewers, and goes on a rampage.""","""https://image.tmdb.org/t/p/w440_and_h660_face/f8qY8U9UPdGL3zZw0N6juU3gBXd.jpg""","""1980-07-02""",1500000
"""2526""","""Meteor""","""0079550""",4.9,"""https://themoviedb.org/movie/40160""",null,"""40160""","""After a collision with a comet, a nearly 8km wide piece of the asteroid Orpheus is heading toward Earth. If it hits, it will cause an incredible catastrophe which will probably extinguish...""","""https://image.tmdb.org/t/p/w440_and_h660_face/q2wDWmuMesugLZ4R7yCZnLGEUnh.jpg""","""1979-10-19""",16000000
"""2527""","""Westworld""","""0070909""",7.1,"""https://themoviedb.org/movie/2362""",null,"""2362""","""A robot malfunction creates havoc and terror for unsuspecting vacationers at a futuristic, adult-themed amusement park.""","""https://image.tmdb.org/t/p/w440_and_h660_face/u5foSNDWFiGDT8qdqb4InPv3xau.jpg""","""1973-11-21""",null
"""2528""","""Logan's Run""","""0074812""",6.8,"""https://themoviedb.org/movie/10803""",25000000,"""10803""","""An idyllic sci-fi future has one major drawback: life must end at the age of 30.""","""https://image.tmdb.org/t/p/w440_and_h660_face/v3ILN8ROPcrNRJ8S7GH24JyihH8.jpg""","""1976-06-23""",9000000
"""2529""","""Planet of the Apes""","""0063442""",8.0,"""https://themoviedb.org/movie/871""",33395426,"""871""","""An astronaut crew crash lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.""","""https://image.tmdb.org/t/p/w440_and_h660_face/yxZugMWLNhcwT7tUwDxUlipP0Mo.jpg""","""1968-04-03""",5800000
"""2530""","""Beneath the Planet of the Apes""","""0065462""",6.1,"""https://themoviedb.org/movie/1685""",18999718,"""1685""","""The sole survivor of an interplanetary rescue mission searches for the only survivor of the previous expedition. He discovers a planet ruled by apes and an underground city run by telepathic humans.""","""https://image.tmdb.org/t/p/w440_and_h660_face/v1r5mBh9hxxWpvZl9G3cP7d1Mh9.jpg""","""1970-05-26""",3000000
"""2531""","""Battle for the Planet of the Apes""","""0069768""",5.5,"""https://themoviedb.org/movie/1705""",8844595,"""1705""","""Ten years after conquering the Earth, ape leader Caesar wants the ruling apes and enslaved humans to live in peace. But warring factions of apes led by a militant gorilla general as well as various human groups threaten the stability.""","""https://image.tmdb.org/t/p/w440_and_h660_face/dP5dYjLp5p2CG103cJMio4Nj29d.jpg""","""1973-06-15""",1700000
"""2532""","""Conquest of the Planet of the Apes""","""0068408""",6.1,"""https://themoviedb.org/movie/1688""",9700000,"""1688""","""In a futuristic world that has embraced ape slavery, Caesar, the son of the late simians Cornelius and Zira, surfaces after almost twenty years of hiding out from the authorities, and prepares for a slave revolt against humanity.""","""https://image.tmdb.org/t/p/w440_and_h660_face/cOJbDBeee9Ktl6oN6ZqWw8D1EJK.jpg""","""1972-06-30""",1700000
"""2533""","""Escape from the Planet of the Apes""","""0067065""",6.3,"""https://themoviedb.org/movie/1687""",12348905,"""1687""","""The world is shocked by the appearance of three talking chimpanzees, who arrived mysteriously in a U.S. spacecraft. They become the toast of society; but one man believes them to be a threat to the human race.""","""https://image.tmdb.org/t/p/w440_and_h660_face/ry0Q8G9LlABC4cBhvyCpZ9VcAH1.jpg""","""1971-05-21""",2500000
"""2534""","""Avalanche""","""0077189""",4.2,"""https://themoviedb.org/movie/166680""",null,"""166680""","""The vacationers at a winter wonderland struggle to survive after an avalanche of snow crashes into their ski resort. Their holiday then turns into a game of survival.""","""https://image.tmdb.org/t/p/w440_and_h660_face/8IJ9ds4xTypbEmjJCFTiQ4ilrfE.jpg""","""1978-09-29""",6500000
"""2535""","""Earthquake""","""0071455""",5.8,"""https://themoviedb.org/movie/11123""",79666653,"""11123""","""Various stories of various people as an earthquake of un-imagineable magnitude hits Los Angeles.""","""https://image.tmdb.org/t/p/w440_and_h660_face/sdXxWyGPVMu5MVB43i1Ff6EEQom.jpg""","""1974-11-15""",7000000
"""2536""","""Concorde: Airport '79, The""","""0078740""",4.3,"""https://themoviedb.org/movie/29723""",13015688,"""29723""","""American based Federation World Airlines has just acquired a Concorde jet, which will make its inaugural commercial flight from Washington D.C. to Paris and then to Moscow as a goodwill ...""","""https://image.tmdb.org/t/p/w440_and_h660_face/bsKUgMi01dme7IDdEWRJSMBNj6R.jpg""","""1979-08-17""",14000000
"""2537""","""Beyond the Poseidon Adventure""","""0078856""",4.4,"""https://themoviedb.org/movie/31638""",null,"""31638""","""Adventurers return to the overturned ship, seeking a fortune.""","""https://image.tmdb.org/t/p/w440_and_h660_face/zaLLaf4Ugl3koI9f2QZmHfQnRow.jpg""","""1979-05-18""",null
"""2539""","""Analyze This""","""0122933""",6.7,"""https://themoviedb.org/movie/9535""",176885658,"""9535""","""A comedy about a psychiatrist whose number one-patient is an insecure mob boss.""","""https://image.tmdb.org/t/p/w440_and_h660_face/eqa4TEgkx63WRhqyD8eTwmL7bUi.jpg""","""1999-03-05""",80000000
"""2540""","""Corruptor, The""","""0142192""",6.0,"""https://themoviedb.org/movie/9455""",15156200,"""9455""","""With the aid from a NYC policeman, a top immigrant cop tries to stop drug-trafficking and corruption by immigrant Chinese Triads, but things complicate when the Triads try to bribe the policeman.""","""https://image.tmdb.org/t/p/w440_and_h660_face/ab5XxKzpBkpGkEFJq6t0SiQUWgw.jpg""","""1999-03-12""",25000000
"""2541""","""Cruel Intentions""","""0139134""",6.9,"""https://themoviedb.org/movie/796""",75902208,"""796""","""Two wealthy step-siblings of an elite Manhattan prep school make a wager: to de-flower the new headmaster's daughter before the start of term.""","""https://image.tmdb.org/t/p/w440_and_h660_face/MMgPrd97k2SRsF1NlPPirRjHZ5.jpg""","""1999-03-05""",10500000
"""2542""","""Lock, Stock & Two Smoking Barrels""","""0120735""",8.2,"""https://themoviedb.org/movie/100""",28356188,"""100""","""A botched card game in London triggers four friends, thugs, weed-growers, hard gangsters, loan sharks and debt collectors to collide with each other in a series of unexpected events, all for the sake of weed, cash and two antique shotguns.""","""https://image.tmdb.org/t/p/w440_and_h660_face/8kSerJrhrJWKLk1LViesGcnrUPE.jpg""","""1998-08-28""",1350000
"""2545""","""Relax... It's Just Sex""","""0159696""",7.0,"""https://themoviedb.org/movie/84586""",null,"""84586""","""A mixed group of individuals - lesbian, gays, and heterosexuals who all frequent a local bar struggle to accept each others lifestyles. However when the two gays are attacked and fight back...""","""https://image.tmdb.org/t/p/w440_and_h660_face/di9wewcxuUVaaBth4uQhwy05Nq0.jpg""","""1998-06-10""",null
"""2546""","""Deep End of the Ocean, The""","""0120646""",6.3,"""https://themoviedb.org/movie/30943""",28121100,"""30943""","""The Deep End of The Ocean is a film about a family's reaction when Ben, the youngest son is kidnapped and then found nine years later, living in the same town, where his family had just moved.""","""https://image.tmdb.org/t/p/w440_and_h660_face/76if8NolMAGZiRw1sQGDD6MCHBB.jpg""","""1999-03-12""",38000000
"""2548""","""Rage: Carrie 2, The""","""0144814""",4.6,"""https://themoviedb.org/movie/7341""",17762705,"""7341""","""A horrible massacre strikes up after an outcast teenage girl is taunted by a group of high school jocks, all of them unaware of her cutthroat telekinetic powers.""","""https://image.tmdb.org/t/p/w440_and_h660_face/fiGEbHu1CzpTpo4fiAZqXlMJPle.jpg""","""1999-03-12""",21000000
"""2549""","""Wing Commander""","""0131646""",4.1,"""https://themoviedb.org/movie/10350""",null,"""10350""","""Blair, a fighter pilot, joins an interstellar war to fight the evil Kilrathi who are trying to destroy the universe.""","""https://image.tmdb.org/t/p/w440_and_h660_face/wdDI3EJzyfscgLeK4J9B2PnCG45.jpg""","""1999-03-12""",30000000
"""2550""","""Haunting, The""","""0057129""",7.6,"""https://themoviedb.org/movie/11772""",null,"""11772""","""A scientist doing research on the paranormal invites two women to a haunted mansion. One of the participants soon starts losing her mind.""","""https://image.tmdb.org/t/p/w440_and_h660_face/uZdZko5tiIrGnrSfmYVSRIi7dxL.jpg""","""1963-09-18""",null
"""2551""","""Dead Ringers""","""0094964""",7.3,"""https://themoviedb.org/movie/9540""",8038508,"""9540""","""Twin gynecologists take full advantage of the fact that nobody can tell them apart, until their relationship begins to deteriorate over a woman.""","""https://image.tmdb.org/t/p/w440_and_h660_face/5eupRM8udjBE17SBNjb5AHr6V8o.jpg""","""1988-09-23""",13000000
"""2552""","""My Boyfriend's Back""","""0107626""",5.3,"""https://themoviedb.org/movie/31503""",3335984,"""31503""","""Missy McCloud is the most beautiful girl in school and Johnny Dingle has been in love with her for years. One night, Johnny is killed trying to win her over, and soon he comes back from the...""","""https://image.tmdb.org/t/p/w440_and_h660_face/oSPIGBTHkbVUHnkXY9KdVQ8lDQO.jpg""","""1993-08-06""",null
"""2553""","""Village of the Damned""","""0054443""",7.3,"""https://themoviedb.org/movie/11773""",null,"""11773""","""In the English village of Midwich, the blond-haired, glowing-eyed children of uncertain paternity prove to have frightening powers.""","""https://image.tmdb.org/t/p/w440_and_h660_face/8aKOlvk7GGwprapNJQ4EzsbESZ1.jpg""","""1960-12-07""",200000
"""2554""","""Children of the Damned""","""0056931""",6.2,"""https://themoviedb.org/movie/30202""",null,"""30202""","""Scientists discovers that there are six children who each have an enormous intelligence. The children are flown to London to be studied, but they each escape their embassy and gather in a ...""","""https://image.tmdb.org/t/p/w440_and_h660_face/vbdin10V2oeyrkK87Ma4KasqgsK.jpg""","""1964-01-29""",null
"""2555""","""Baby Geniuses""","""0118665""",2.5,"""https://themoviedb.org/movie/22345""",36450736,"""22345""","""Scientist hold talking, super-intelligent babies captive, but things take a turn for the worse when a mix-up occurs between a baby genius and its twin.""","""https://image.tmdb.org/t/p/w440_and_h660_face/frdqQ69WrZm4pCYVefvsyQdb1ZO.jpg""","""1999-03-12""",12000000
