name,tmdbId,movieId,actor_role
"""Bug Hall""","""69395""","""747""","""Buster Stupid"""
"""Alex McKenna""","""80290""","""747""","""Petunia Stupid"""
"""Jessica Lundy""","""83196""","""747""","""Joan Stupid"""
"""Charlie Sheen""","""6952""","""748""","""Zane Zaminski"""
"""Shane""","""65603""","""748""","""JPL Guard #1"""
"""Richard Schiff""","""31028""","""748""","""Calvin"""
"""Lindsay Crouse""","""32225""","""748""","""Ilana Green"""
"""Sterling Hayden""","""3088""","""750""","""Brigadier General Jack D. Ripper"""
"""Peter Sellers""","""12446""","""750""","""Group Capt. Lionel Mandrake / President Merkin Muffley / Dr. Strangelove"""
"""George C. Scott""","""862""","""750""","""General \""Buck\"" Turgidson"""
"""Keenan Wynn""","""4966""","""750""","""Colonel Bat Guano"""
"""Edward Fox""","""9126""","""753""","""Major Wilshaw"""
"""Uma Thurman""","""139""","""753""","""Miss Beaumont"""
"""Alida Valli""","""15385""","""753""","""Signora Fascioli"""
"""Vanessa Redgrave""","""13333""","""753""","""Miss Bentley"""
"""Christina Ricci""","""6886""","""754""","""Beth Easton"""
"""Brian Kerwin""","""50464""","""754""","""Matt Hollinger"""
"""Anna Chlumsky""","""34612""","""754""","""Jody Salerno"""
"""Polly Draper""","""114470""","""754""","""Kate Easton"""
"""Dean Stockwell""","""923""","""755""","""Kim"""
"""Paul Lukas""","""2092""","""755""","""Lama"""
"""Robert Douglas""","""33484""","""755""","""Colonel Creighton"""
"""Errol Flynn""","""8724""","""755""","""Mahbub Ali, the Red Beard"""
"""Alice Faye""","""94928""","""756""","""Herself"""
"""Mario Cunha""","""1467799""","""756""","""Himself"""
"""Cynthia Adler""","""552625""","""756""","""Luella Hopper"""
"""Eric Barreto""","""1467802""","""756""","""Carmen Miranda"""
"""Tony Leung Ka-Fai""","""56861""","""757""","""Huang Yaoshi / Evil East"""
"""Brigitte Lin""","""56830""","""757""","""Murong Yang / Murong Yin"""
"""Maggie Cheung""","""1338""","""757""","""Feng's sister-in-law"""
"""Leslie Cheung""","""69637""","""757""","""Ouyang Feng / Malicious West"""
"""Maya Lin""","""1631713""","""759""",null
"""Jochen Nickel""","""4936""","""760""","""Unteroffizier Manfred 'Rollo' Rohleder"""
"""Thomas Kretschmann""","""3491""","""760""","""Leutnant Hans von Witzland"""
"""Sebastian Rudolph""","""22184""","""760""","""GeGe Müller"""
"""Dominique Horwitz""","""39251""","""760""","""Obergefreiter Fritz Reiser"""
"""Billy Zane""","""1954""","""761""","""The Phantom / Kit Walker"""
"""Catherine Zeta-Jones""","""1922""","""761""","""Sala"""
"""Treat Williams""","""4515""","""761""","""Xander Drax"""
"""Kristy Swanson""","""56128""","""761""","""Diana Palmer"""
"""Demi Moore""","""3416""","""762""","""Erin Grant"""
"""Armand Assante""","""23346""","""762""","""Lt. Al Garcia"""
"""Ving Rhames""","""10182""","""762""","""Shad"""
"""Burt Reynolds""","""16475""","""762""","""David Dilbeck"""
"""Pruitt Taylor Vince""","""3201""","""764""","""Victor Modino"""
"""Shelley Winters""","""7632""","""764""","""Dolly Modino"""
"""Liv Tyler""","""882""","""764""","""Callie"""
"""Debbie Harry""","""102""","""764""","""Delores"""
"""Diane Lane""","""2882""","""765""","""Karen Powell"""
"""Robin Williams""","""2157""","""765""","""Jack Charles Powell"""
"""Jennifer Lopez""","""16866""","""765""","""Miss Marquez"""
"""Brian Kerwin""","""50464""","""765""","""Brian Powell"""
"""Lili Taylor""","""3127""","""766""","""Valerie Jean Solanas"""
"""Lothaire Bluteau""","""38524""","""766""","""Maurice Girodias"""
"""Jared Harris""","""15440""","""766""","""Andy Warhol"""
"""Martha Plimpton""","""17495""","""766""","""Stevie"""
"""Piper Laurie""","""6721""","""767""","""Dolly Talbo"""
"""Edward Furlong""","""820""","""767""","""Collin Fenwick"""
"""Sissy Spacek""","""5606""","""767""","""Verena Talbo"""
"""Walter Matthau""","""6837""","""767""","""Judge Charlie Cool"""
"""Marlene Dietrich""","""2896""","""769""",null
"""David Riva""","""1035824""","""769""","""Narrator"""
"""Jane Fonda""","""6352""","""775""","""Contessa Frederique de Metzengerstein (segment \""Metzengerstein\"")"""
"""Alain Delon""","""15135""","""775""","""William Wilson and his double (segment \""William Wilson\"")"""
"""Brigitte Bardot""","""3783""","""775""","""Giuseppina (segment \""William Wilson\"")"""
"""Terence Stamp""","""28641""","""775""","""Toby Dammit (segment \""Toby Dammit\"")"""
"""Jonny Lee Miller""","""9012""","""778""","""Simon \""Sick Boy\"" Williamson"""
"""Ewan McGregor""","""3061""","""778""","""Mark \""Rent Boy\"" Renton"""
"""Kevin McKidd""","""9013""","""778""","""Thomas \""Tommy\"" MacKenzie"""
"""Ewen Bremner""","""1125""","""778""","""Daniel \""Spud\"" Murphy"""
"""Janel Moloney""","""80966""","""779""","""Beebee, Age 25"""
"""John Plumpis""","""1194903""","""779""","""Saul, Age 25"""
"""Christine Ebersole""","""4003""","""779""","""Beebee Moss"""
"""Yvonne Zima""","""37252""","""779""","""Gwen, Age 7"""
"""Will Smith""","""2888""","""780""","""Captain Steven Hiller"""
"""Bill Pullman""","""8984""","""780""","""President Thomas J. Whitmore"""
"""Mary McDonnell""","""1581""","""780""","""First Lady Marilyn Whitmore"""
"""Jeff Goldblum""","""4785""","""780""","""David Levinson"""
"""Jason Flemyng""","""973""","""781""","""Gregory"""
"""Joseph Fiennes""","""12763""","""781""","""Christopher Fox"""
"""Carlo Cecchi""","""96974""","""781""","""Carlo Lisca"""
"""Sinéad Cusack""","""11281""","""781""","""Diana Grayson"""
"""Robert De Niro""","""380""","""782""","""Gil Renard"""
"""Wesley Snipes""","""10814""","""782""","""Bobby Rayburn"""
"""John Leguizamo""","""5723""","""782""","""Manny"""
"""Ellen Barkin""","""6913""","""782""","""Jewel Stern"""
"""Tom Hulce""","""3999""","""783""","""Quasimodo (voice)"""
"""Jason Alexander""","""1206""","""783""","""Gargoyle Hugo (voice)"""
"""Demi Moore""","""3416""","""783""","""Esmeralda (voice)"""
"""Mary Kay Bergman""","""30695""","""783""","""Quasimodo's Mother (voice)"""
"""Jim Carrey""","""206""","""784""","""Cable Guy"""
"""Jack Black""","""70851""","""784""","""Rick"""
"""Leslie Mann""","""41087""","""784""","""Robin Harris"""
"""Matthew Broderick""","""4756""","""784""","""Steven M. Kovacs"""
"""Woody Harrelson""","""57755""","""785""","""Roy Munson"""
"""Bill Murray""","""1532""","""785""","""Ernie McCracken"""
"""Vanessa Angel""","""25308""","""785""","""Claudia"""
"""Randy Quaid""","""1811""","""785""","""Ishmael Boorg"""
"""Arnold Schwarzenegger""","""1100""","""786""","""U.S. Marshal John 'The Eraser' Kruger"""
"""Vanessa Williams""","""27011""","""786""","""Lee Cullen"""
"""James Coburn""","""5563""","""786""","""WitSec Chief Beller"""
"""James Caan""","""3085""","""786""","""U.S. Marshal Robert Deguerin"""
"""Eddie Murphy""","""776""","""788""","""Sherman Klump | Buddy Love"""
"""Jada Pinkett Smith""","""9575""","""788""","""Carla Purty"""
"""Larry Miller""","""1211""","""788""","""Dean Richmond"""
"""James Coburn""","""5563""","""788""","""Harlan Hartley"""
"""Sami Frey""","""17578""","""793""","""Antonin Artaud"""
"""Valérie Jeannet""","""1118225""","""793""",null
"""Julie Jézéquel""","""262075""","""793""",null
"""Marc Barbé""","""135665""","""793""",null
"""Viggo Mortensen""","""110""","""798""","""Roy Nord"""
"""Sylvester Stallone""","""16483""","""798""","""Kit Latura"""
"""Amy Brenneman""","""15851""","""798""","""Madelyne Thompson"""
"""Dan Hedaya""","""6486""","""798""","""Frank Kraft"""
"""Peter Dobson""","""37822""","""799""","""Ray Lynskey"""
"""John Astin""","""41230""","""799""","""The Judge"""
"""Michael J. Fox""","""521""","""799""","""Frank Bannister"""
"""Trini Alvarado""","""17187""","""799""","""Dr. Lucy Lynskey"""
"""Chris Cooper""","""2955""","""800""","""Sam Deeds"""
"""Stephen Mendillo""","""19023""","""800""","""Cliff"""
"""Elizabeth Peña""","""7430""","""800""","""Pilar"""
"""Stephen J. Lang""","""158354""","""800""","""Mikey"""
"""Gregory Smith""","""20814""","""801""","""Sport"""
"""Michelle Trachtenberg""","""49961""","""801""","""Harriet M. Welsch"""
"""Rosie O'Donnell""","""12929""","""801""","""Ole Golly"""
"""Vanessa Lee Chester""","""4938""","""801""","""Janie Gibbs"""
"""Robert Duvall""","""3087""","""802""","""Doc Brunder"""
"""Forest Whitaker""","""2178""","""802""","""Nate Pope"""
"""Kyra Sedgwick""","""26467""","""802""","""Lace Pennamin"""
"""John Travolta""","""8891""","""802""","""George Malley"""
"""Miranda Rhyne""","""143151""","""803""","""Young Laura"""
"""Anne Heche""","""8256""","""803""","""Laura"""
"""Catherine Keener""","""2229""","""803""","""Amelia"""
"""Amy Braverman""","""143150""","""803""","""Young Amelia"""
"""John Mahoney""","""4251""","""804""","""Mr. Fitzpatrick"""
"""Edward Burns""","""12833""","""804""","""Mickey Fitzpatrick"""
"""Michael McGlone""","""69298""","""804""","""Francis Fitzpatrick"""
"""Maxine Bahns""","""21398""","""804""","""Hope"""
"""Matthew McConaughey""","""10297""","""805""","""Jake Brigance"""
"""Sandra Bullock""","""18277""","""805""","""Ellen Roark"""
"""Kevin Spacey""","""1979""","""805""","""Rufus Buckley"""
"""Samuel L. Jackson""","""2231""","""805""","""Carl Lee Hailey"""
"""Dustin Hoffman""","""4483""","""806""","""Walt 'Teach' Teacher"""
"""Sean Nelson""","""75601""","""806""","""Bob 'Bobby'"""
"""Dennis Franz""","""11901""","""806""","""Don 'Donny' Dubrow"""
"""Thora Birch""","""2155""","""808""","""Jessie Barnes"""
"""Charlton Heston""","""10017""","""808""",""""""
"""Dirk Benedict""","""58264""","""808""","""Jake Barnes"""
"""Vincent Kartheiser""","""52646""","""808""","""Sean Barnes"""
"""Laurence Fishburne""","""2975""","""809""","""Piper"""
"""Stephen Baldwin""","""9045""","""809""","""Dodge"""
"""Robert John Burke""","""31512""","""809""","""Pat Schiller"""
"""Will Patton""","""883""","""809""","""Gibson"""
"""Shaquille O'Neal""","""35806""","""810""","""Kazaam"""
"""Francis Capra""","""17918""","""810""","""Maxwell 'Max' Connor"""
"""Ally Walker""","""18316""","""810""","""Alice Connor"""
"""James Acheson""","""69671""","""810""","""Nick"""
"""Jeremy Piven""","""12799""","""813""","""Walter"""
"""Jerry Adler""","""24292""","""813""",null
"""Bill Murray""","""1532""","""813""","""Jack Corcoran"""
"""Richie Allan""","""1221154""","""813""",null
"""Sonia Braga""","""27396""","""816""",null
"""Patrick Malahide""","""8979""","""816""","""George Bucsan"""
"""Ion Caramitru""","""15321""","""816""","""Carl Dalakis"""
"""Sevilla Delofski""","""110320""","""816""","""Ilena"""
"""Shelley Long""","""56881""","""818""","""Carol Brady"""
"""Gary Cole""","""21163""","""818""","""Mike Brady"""
"""Christine Taylor""","""15286""","""818""","""Marcia Brady"""
"""Christopher Daniel Barnes""","""31468""","""818""","""Greg Brady"""
"""Simone Signoret""","""12266""","""820""","""Djin"""
"""Charles Vanel""","""2566""","""820""","""Castin"""
"""Georges Marchal""","""9767""","""820""","""Shark"""
"""Michel Piccoli""","""3784""","""820""","""Father Lizardi"""
"""Jeremy Clyde""","""73172""","""824""","""Lord Stanhope"""
"""Katharina Thalbach""","""10257""","""824""","""Comtesse Hochberg"""
"""André Eisermann""","""14631""","""824""","""Kaspar Hauser"""
"""Udo Samel""","""6264""","""824""","""Daumer"""
"""Martin Landau""","""2641""","""828""","""Geppetto"""
"""Udo Kier""","""1646""","""828""","""Lorenzini"""
"""Geneviève Bujold""","""35341""","""828""","""Leona"""
"""Jonathan Taylor Thomas""","""53283""","""828""","""Pinocchio"""
"""Jerry O'Connell""","""3035""","""829""","""Joe"""
"""Megan Ward""","""64999""","""829""","""Lily Dougherty"""
"""Billy West""","""23679""","""829""","""Ralph Roach (voice)"""
"""Reginald Hudlin""","""68215""","""829""","""Rodney Roach (voice)"""
"""Bette Midler""","""73931""","""830""","""Brenda Morelli Cushman"""
"""Goldie Hawn""","""18892""","""830""","""Elise Elliot Atchison"""
"""Maggie Smith""","""10978""","""830""","""Gunilla Garson Goldberg"""
"""Diane Keaton""","""3092""","""830""","""Annie MacDuggan Paradis"""
"""Guillermo Díaz""","""8695""","""831""","""La Miranda"""
"""Frederick Weller""","""143017""","""831""","""Matty Dean"""
"""Brendan Corbalis""","""1186916""","""831""","""Ethan"""
"""Duane Boutte""","""138252""","""831""","""Bostonia"""
"""Mel Gibson""","""2461""","""832""","""Tom Mullen"""
"""Rene Russo""","""14343""","""832""","""Katherine Mullen"""
"""Brawley Nolte""","""33239""","""832""","""Sean Mullen"""
"""Gary Sinise""","""33""","""832""","""Det. Jimmy Shaker"""
"""Louise Fletcher""","""7071""","""833""","""Schuldirektorin Evelyn Doyle"""
"""Mekhi Phifer""","""327""","""833""","""Griff McReynolds"""
"""Jon Lovitz""","""16165""","""833""","""Richard Clark"""
"""Tia Carrere""","""13445""","""833""","""Victoria Chapell"""
"""Alma Collins""","""1385305""","""834""","""Janet"""
"""Candice Merideth""","""1385304""","""834""","""Tasha King"""
"""Claudia Kaleem""","""1385303""","""834""","""Candace Williams"""
"""Jermaine 'Huggy' Hopkins""","""79539""","""834""","""Benny King"""
"""Jenny Lewis""","""91415""","""835""","""Rita Faldes"""
"""Jenny Shimizu""","""119311""","""835""","""Goldie Goldman"""
"""Hedy Burress""","""41558""","""835""","""Maddy Wirtz"""
"""Angelina Jolie""","""11701""","""835""","""Legs Sadovsky"""
"""Keanu Reeves""","""6384""","""836""","""Eddie Kasalivich"""
"""Morgan Freeman""","""192""","""836""","""Paul Shannon"""
"""Rachel Weisz""","""3293""","""836""","""Dr. Lily Sinclair"""
"""Fred Ward""","""10430""","""836""","""FBI Agent Leon Ford"""
"""Rhea Perlman""","""24203""","""837""","""Zinnia Wormwood"""
"""Embeth Davidtz""","""6368""","""837""","""Miss Honey"""
"""Mara Wilson""","""11717""","""837""","""Matilda Wormwood"""
"""Danny DeVito""","""518""","""837""","""Harry Wormwood"""
"""Gwyneth Paltrow""","""12052""","""838""","""Emma Woodhouse"""
"""Greta Scacchi""","""21245""","""838""","""Mrs. Weston"""
"""Alan Cumming""","""10697""","""838""","""Mr. Elton"""
"""James Cosmo""","""2467""","""838""","""Mr. Weston"""
"""Vincent Perez""","""20239""","""839""",null
"""Iggy Pop""","""13604""","""839""","""Curve"""
"""Richard Brooks""","""106753""","""839""","""Judah Earl"""
"""Mia Kirshner""","""18658""","""839""","""Sarah"""
"""Herbert Russell""","""148114""","""840""","""T.J. Krupp"""
"""Kyle Howard""","""83699""","""840""","""Gregory Alan 'Grover' Beindorf"""
"""Kevin Pollak""","""7166""","""840""","""Ned Beindorf"""
"""Jamie Lee Curtis""","""8944""","""840""","""Janet Beindorf"""
"""Pierre Brasseur""","""24476""","""841""","""Doctor Génessier"""
"""Juliette Mayniel""","""24300""","""841""","""Edna Gruber"""
"""Alexandre Rignault""","""36212""","""841""","""Inspector Parot"""
"""Alida Valli""","""15385""","""841""","""Louise"""
"""John Kassir""","""31365""","""842""","""Crypt Keeper (voice)"""
"""Dennis Miller""","""18326""","""842""","""Rafe Guttman"""
"""Erika Eleniak""","""23764""","""842""","""Katherine Verdoux"""
"""Angie Everhart""","""58312""","""842""","""Lillith"""
"""Wenli Jiang""","""137917""","""844""",null
"""Shaojun Tian""","""1396188""","""844""",null
"""Xingli Niu""","""552478""","""844""",""""""
"""Guoli Zhang""","""543178""","""844""",null
"""Siqin Gaowa""","""1118783""","""845""","""Mother"""
"""Wei Zi""","""1396646""","""845""","""Lover"""
"""Ma Jingwu""","""1139069""","""845""","""Father"""
"""Tsung-hua Tuo""","""1366128""","""845""",null
"""Martin Donovan""","""42993""","""846""","""Walter"""
"""Robert John Burke""","""31512""","""846""","""Men's Room Man #2"""
"""Erica Gimpel""","""94430""","""846""","""Nurse"""
"""Paul Austin""","""170935""","""846""","""Men's Room Man #3"""
"""Alison Elliott""","""15675""","""848""","""Percy Talbott"""
"""Marcia Gay Harden""","""4726""","""848""","""Shelby Goddard"""
"""Will Patton""","""883""","""848""","""Nahum Goddard"""
"""Ellen Burstyn""","""9560""","""848""","""Hannah Ferguson"""
"""Kurt Russell""","""6856""","""849""","""Snake Plissken"""
"""Steve Buscemi""","""884""","""849""","""Eddie"""
"""Peter Fonda""","""8949""","""849""","""Pipeline"""
"""Cliff Robertson""","""19153""","""849""","""President"""
"""Tony Leung Chiu-Wai""","""1337""","""850""","""Poet"""
"""Le Van Loc""","""128485""","""850""","""Cyclo"""
"""Nhu Quynh Nguyen""","""1508846""","""850""",null
"""Tran Nu Yên-Khê""","""113388""","""850""",null
"""Michael Wincott""","""7486""","""851""","""Rene Ricard"""
"""Jeffrey Wright""","""2954""","""851""","""Jean-Michel Basquiat"""
"""Benicio Del Toro""","""1121""","""851""",null
"""Claire Forlani""","""4174""","""851""","""Gina Cardinale"""
"""Cheech Marin""","""11159""","""852""","""Romeo Posar"""
"""Don Johnson""","""25129""","""852""","""David Simms"""
"""Rene Russo""","""14343""","""852""","""Dr. Molly Griswold"""
"""Kevin Costner""","""1269""","""852""","""Roy 'Tin Cup' McAvoy"""
"""Kinuyo Tanaka""","""24551""","""854""","""Orin"""
"""Teiji Takahashi""","""213493""","""854""","""Tatsuhei"""
"""Danko Ichikawa""","""1888164""","""854""","""Kesakichi"""
"""Yûko Mochizuki""","""213497""","""854""","""Tamayan"""
"""Richard S. Castellano""","""3086""","""858""","""Pete Clemenza"""
"""James Caan""","""3085""","""858""","""Santino \""Sonny\"" Corleone"""
"""Al Pacino""","""1158""","""858""","""Michael Corleone"""
"""Marlon Brando""","""3084""","""858""","""Don Vito Corleone"""
"""Michelle Yeoh""","""1620""","""861""","""Capt Yang Chien Hua"""
"""Jackie Chan""","""18897""","""861""","""Chan Ka-Kui/Lin Fu Sheng"""
"""Kenneth Tsang""","""10885""","""861""","""Khun Chaibat"""
"""Maggie Cheung""","""1338""","""861""","""May"""
"""Julie Hagerty""","""14415""","""864""",null
"""Wallace Shawn""","""12900""","""864""",null
"""Tom Noonan""","""119232""","""864""",null
"""Karen Young""","""16215""","""864""",null
"""Joseph McFadden""","""128648""","""865""","""Alan Maclean"""
"""Laura Fraser""","""42279""","""865""","""Joanne Macgowan"""
"""Steven Duffy""","""128649""","""865""","""Bobby Maclean"""
"""Iain Robertson""","""30437""","""865""","""Lex Maclean"""
"""Jennifer Tilly""","""7906""","""866""","""Violet"""
"""Gina Gershon""","""11150""","""866""","""Corky"""
"""Joe Pantoliano""","""532""","""866""","""Caesar"""
"""John P. Ryan""","""15213""","""866""","""Mickey Malnato"""
"""Tom Arnold""","""74036""","""867""","""Franklin Laszlo"""
"""David Paymer""","""19839""","""867""","""Daniel Miller"""
"""Rod Steiger""","""522""","""867""","""Mr. Hammerman"""
"""Rhea Perlman""","""24203""","""867""","""Martha"""
"""Miranda Richardson""","""8436""","""869""","""Carolyn Stilton"""
"""Jennifer Jason Leigh""","""10431""","""869""","""Blondie O'Hara"""
"""Harry Belafonte""","""33162""","""869""","""Seldom Seen"""
"""Michael Murphy""","""4776""","""869""","""Henry Stilton"""
"""Joe Pesci""","""4517""","""870""","""Joe Waters"""
"""Danny Glover""","""2047""","""870""","""Gus Green"""
"""Lynn Whitfield""","""16217""","""870""","""Angie"""
"""Rosanna Arquette""","""2165""","""870""","""Rita"""
"""Chen Chao-jung""","""71172""","""872""","""Ah-jung"""
"""Yang Kuei-Mei""","""65354""","""872""","""May Lin"""
"""Kang-sheng Lee""","""71171""","""872""",null
"""Kuei-Mei Yang""","""2577253""","""872""",null
"""Alexandra Paul""","""55567""","""875""","""Natasha"""
"""Paul Gleason""","""7675""","""875""","""Elliot"""
"""Youssef Abed-Alnour""","""1664611""","""875""","""Abe"""
"""Michael V. Gazzo""","""3172""","""875""","""Joe"""
"""Wakin Chau""","""67889""","""876""","""Insp. Lee Ming"""
"""Michelle Yeoh""","""1620""","""876""","""Jessica Yang Jian Wa"""
"""Athena Chu""","""87942""","""876""","""Annie May Lee"""
"""Rongguang Yu""","""120725""","""876""",null
"""Penelope Ann Miller""","""14698""","""879""","""Dr. Margo Green"""
"""James Whitmore""","""6577""","""879""","""Dr. Albert Frock"""
"""Linda Hunt""","""12516""","""879""","""Dr. Ann Cuthbert"""
"""Tom Sizemore""","""3197""","""879""","""Lt. Vincent D'Agosta"""
"""David Thewlis""","""11207""","""880""","""Edward Douglas"""
"""Val Kilmer""","""5576""","""880""","""Montgomery"""
"""Fairuza Balk""","""826""","""880""","""Aissa"""
"""Marlon Brando""","""3084""","""880""","""Dr. Moreau"""
"""Blake Boyd""","""72863""","""881""","""Dash"""
"""Timothy Busfield""","""23881""","""881""","""Woods"""
"""Sinbad""","""57119""","""881""","""Sam Simms"""
"""Brock Pierce""","""72862""","""881""","""Luke Davenport"""
"""Kyle MacLachlan""","""6677""","""882""","""Matthew"""
"""Richard T. Jones""","""55755""","""882""","""Raymond"""
"""Dermot Mulroney""","""20212""","""882""","""Joe"""
"""Elisabeth Shue""","""1951""","""882""","""Annie"""
"""Gérard Depardieu""","""16927""","""885""","""Bogus"""
"""Whoopi Goldberg""","""2395""","""885""","""Harriet Franklin"""
"""Andrea Martin""","""8263""","""885""","""Penny"""
"""Haley Joel Osment""","""9640""","""885""","""Albert"""
"""Damon Wayans""","""22675""","""886""","""Rock Keats / Jack Carter"""
"""Adam Sandler""","""19292""","""886""","""Archie Moses"""
"""James Caan""","""3085""","""886""","""Frank Colton"""
"""Jeep Swenson""","""66813""","""886""","""Bledsoe"""
"""Scott McAfee""","""79020""","""888""","""Littlefoot (voice)"""
"""Heather Hogan""","""79021""","""888""","""Ducky (voice)"""
"""Candace Hutson""","""71447""","""888""","""Cera (voice)"""
"""Jeff Bennett""","""34982""","""888""","""Petrie / Mutt / Iguanadon (voice)"""
"""Ariane Schluter""","""45746""","""889""","""Sarah"""
"""Ad van Kempen""","""211203""","""889""","""Thomas"""
"""Donald Pleasence""","""9221""","""891""","""Dr. Sam Loomis"""
"""Mitchell Ryan""","""14312""","""891""","""Dr. Terence Wynn"""
"""Marianne Hagan""","""67838""","""891""","""Kara Strode"""
"""Paul Rudd""","""22226""","""891""","""Tommy Doyle"""
"""Nicholas Farrell""","""32357""","""892""","""Antonio"""
"""Imogen Stubbs""","""20769""","""892""","""Viola"""
"""Steven Mackintosh""","""978""","""892""","""Sebastian"""
"""Sidney Livingstone""","""1632583""","""892""","""Captain"""
"""Sheryl Lee""","""6726""","""893""","""Helga Noth / Resi Noth"""
"""Bernard Behrens""","""55155""","""893""","""Reverend Dr. Lionel Jones"""
"""Alan Arkin""","""1903""","""893""","""George Kraft"""
"""Nick Nolte""","""1733""","""893""","""Howard Campbell"""
"""Stéphane Rideau""","""49859""","""896""","""Serge Bartolo"""
"""Gaël Morel""","""49855""","""896""","""François Forestier"""
"""Frédéric Gorny""","""96628""","""896""","""Henri Mariani"""
"""Élodie Bouchez""","""59807""","""896""","""Maïté Alvarez"""
"""Gary Cooper""","""4068""","""897""","""Robert Jordan"""
"""Ingrid Bergman""","""4111""","""897""","""Maria"""
"""Akim Tamiroff""","""30719""","""897""","""Pablo"""
"""Arturo de Córdova""","""99171""","""897""","""Agustín (as Arturo de Cordova)"""
"""Cary Grant""","""2638""","""898""","""C.K. Dexter Haven"""
"""Katharine Hepburn""","""6598""","""898""","""Tracy Lord"""
"""Ruth Hussey""","""14683""","""898""","""Elizabeth 'Liz' Imbrie"""
"""James Stewart""","""854""","""898""","""Macaulay 'Mike' Connor"""
"""Gene Kelly""","""13294""","""899""","""Don Lockwood"""
"""Jean Hagen""","""13296""","""899""","""Lina Lamont"""
"""Debbie Reynolds""","""8857""","""899""","""Kathy Selden"""
"""Donald O'Connor""","""13295""","""899""","""Cosmo Brown"""
"""Gene Kelly""","""13294""","""900""","""Jerry Mulligan"""
"""Georges Guétary""","""27967""","""900""","""Henri Baurel"""
"""Leslie Caron""","""5320""","""900""","""Lise Bouvier"""
"""Oscar Levant""","""27966""","""900""","""Adam Cook"""
"""Fred Astaire""","""30181""","""901""","""Dick Avery"""
"""Audrey Hepburn""","""1932""","""901""","""Jo Stockton"""
"""Michel Auclair""","""9746""","""901""","""Pr Emile Flostre"""
"""Kay Thompson""","""83393""","""901""","""Maggie Prescott"""
"""Audrey Hepburn""","""1932""","""902""","""Holly Golightly"""
"""George Peppard""","""1933""","""902""","""Paul Varjak"""
"""Patricia Neal""","""1934""","""902""","""2E Failenson"""
"""Buddy Ebsen""","""1935""","""902""","""Doc Golightly"""
"""James Stewart""","""854""","""903""","""Det. John 'Scottie' Ferguson"""
"""Barbara Bel Geddes""","""5730""","""903""","""Marjorie 'Midge' Wood"""
"""Tom Helmore""","""5731""","""903""","""Gavin Elster"""
"""Kim Novak""","""5729""","""903""","""Madeleine Elster / Judy Barton"""
"""James Stewart""","""854""","""904""","""L.B. \""Jeff\"" Jefferies"""
"""Grace Kelly""","""4070""","""904""","""Lisa Carol Fremont"""
"""Thelma Ritter""","""7684""","""904""","""Stella"""
"""Wendell Corey""","""7683""","""904""","""Thomas Doyle"""
"""Roscoe Karns""","""30157""","""905""","""Oscar Shapeley"""
"""Clark Gable""","""11492""","""905""","""Peter Warne"""
"""Claudette Colbert""","""30155""","""905""","""Ellen 'Ellie' Andrews"""
"""Walter Connolly""","""30156""","""905""","""Alexander Andrews"""
"""Joseph Cotten""","""7664""","""906""","""Brian Cameron"""
"""Charles Boyer""","""29519""","""906""","""Gregory Anton"""
"""Dame May Whitty""","""14299""","""906""",null
"""Ingrid Bergman""","""4111""","""906""","""Paula Alquist"""
"""Fred Astaire""","""30181""","""907""","""Guy Holden"""
"""Ginger Rogers""","""30003""","""907""","""Mimi Glossop"""
"""Alice Brady""","""125841""","""907""","""Hortense"""
"""Edward Everett Horton""","""2437""","""907""","""Egbert 'Pinky' Fitzgerald"""
"""Cary Grant""","""2638""","""908""","""Roger O. Thornhill"""
"""James Mason""","""2091""","""908""","""Phillip Vandamm"""
"""Eva Marie Saint""","""2639""","""908""","""Eve Kendall"""
"""Jessie Royce Landis""","""2640""","""908""","""Clara Thornhill"""
"""Fred MacMurray""","""4091""","""909""","""Jeff D. Sheldrake"""
"""Jack Lemmon""","""3151""","""909""","""C.C. Baxter"""
"""Ray Walston""","""4093""","""909""","""Joe Dobisch"""
"""Shirley MacLaine""","""4090""","""909""","""Fran Kubelik"""
"""George Raft""","""3152""","""910""","""Spats Colombo"""
"""Marilyn Monroe""","""3149""","""910""","""Sugar Kane Kowalczyk"""
"""Tony Curtis""","""3150""","""910""","""Joe (Josephine)"""
"""Jack Lemmon""","""3151""","""910""","""Jerry (Daphne)"""
"""Cary Grant""","""2638""","""911""","""Peter Joshua / Alexander Dyle / Adam Canfield / Bryan Cruikshank"""
"""James Coburn""","""5563""","""911""","""Tex Panthollow"""
"""Walter Matthau""","""6837""","""911""","""Hamilton Bartholemew"""
"""Audrey Hepburn""","""1932""","""911""","""Regina Lampert"""
"""Humphrey Bogart""","""4110""","""912""","""Rick Blaine"""
"""Claude Rains""","""4113""","""912""","""Captain Louis Renault"""
"""Paul Henreid""","""4112""","""912""","""Victor Laszlo"""
"""Ingrid Bergman""","""4111""","""912""","""Ilsa Lund"""
"""Humphrey Bogart""","""4110""","""913""","""Sam Spade"""
"""Peter Lorre""","""2094""","""913""","""Joel Cairo"""
"""Mary Astor""","""13992""","""913""","""Brigid O'Shaughnessy"""
"""Gladys George""","""14450""","""913""","""Iva Archer"""
"""Audrey Hepburn""","""1932""","""914""","""Eliza Doolittle"""
"""Stanley Holloway""","""12727""","""914""","""Alfred P. Doolittle"""
"""Rex Harrison""","""35321""","""914""","""Professor Henry Higgins"""
