name,tmdbId,movieId
"""Norman Jewison""","""13563""","""3178"""
"""Norman Jewison""","""13563""","""40817"""
"""Norman Jewison""","""13563""","""885"""
"""Norman Jewison""","""13563""","""289"""
"""Norman Jewison""","""13563""","""3072"""
"""Norman Jewison""","""13563""","""3251"""
"""Norman Jewison""","""13563""","""2852"""
"""Norman Jewison""","""13563""","""5522"""
"""Norman Jewison""","""13563""","""7060"""
"""Norman Jewison""","""13563""","""4857"""
"""Norman Jewison""","""13563""","""5926"""
"""Norman Jewison""","""13563""","""3420"""
"""Norman Jewison""","""13563""","""5801"""
"""Norman Jewison""","""13563""","""7085"""
"""Norman Jewison""","""13563""","""8494"""
"""Norman Jewison""","""13563""","""2764"""
"""Norman Jewison""","""13563""","""1950"""
"""Norman Jewison""","""13563""","""6182"""
"""Seijun Suzuki""","""82461""","""44597"""
"""Kimiyoshi Yasuda""","""83360""","""107081"""
"""Mihalis Kakogiannis""","""65843""","""7771"""
"""Peter Glenville""","""86659""","""26111"""
"""Glauber Rocha""","""544845""","""59805"""
"""Glauber Rocha""","""544845""","""71755"""
"""Glauber Rocha""","""544845""","""71433"""
"""Bill Colleran""","""1114891""","""2820"""
"""Kaneto Shindô""","""33727""","""26122"""
"""Don Weis""","""148601""","""3924"""
"""Jacques Demy""","""24882""","""199"""
"""Sergio Leone""","""4385""","""1227"""
"""Sergio Leone""","""4385""","""7894"""
"""Sergio Leone""","""4385""","""1201"""
"""Sergio Leone""","""4385""","""3681"""
"""Sergio Leone""","""4385""","""2951"""
"""Sergio Leone""","""4385""","""1209"""
"""Larry Roemer""","""144977""","""73854"""
"""Paul Almond""","""144778""","""50740"""
"""Hiroshi Teshigahara""","""96801""","""3224"""
"""Gillo Pontecorvo""","""90694""","""26131"""
"""Elliot Silverstein""","""70262""","""121126"""
"""Elliot Silverstein""","""70262""","""3873"""
"""Costa-Gavras""","""27436""","""98126"""
"""Costa-Gavras""","""27436""","""1667"""
"""Costa-Gavras""","""27436""","""6454"""
"""Costa-Gavras""","""27436""","""3370"""
"""Costa-Gavras""","""27436""","""78903"""
"""Costa-Gavras""","""27436""","""5475"""
"""Costa-Gavras""","""27436""","""6101"""
"""Costa-Gavras""","""27436""","""98473"""
"""Russ Meyer""","""4590""","""8196"""
"""Russ Meyer""","""4590""","""390"""
"""Alan Rafkin""","""85840""","""6813"""
"""Alan Rafkin""","""85840""","""6826"""
"""Ján Kadár""","""544700""","""4806"""
"""Leonid Gayday""","""1190421""","""102666"""
"""Leonid Gayday""","""1190421""","""107412"""
"""Leonid Gayday""","""1190421""","""127052"""
"""Marco Bellocchio""","""105866""","""40833"""
"""Andrew V. McLaglen""","""51875""","""8290"""
"""Andrew V. McLaglen""","""51875""","""6470"""
"""Andrew V. McLaglen""","""51875""","""6422"""
"""Fred Coe""","""15671""","""26147"""
"""Clive Donner""","""33513""","""7051"""
""" Richard Talmadge""","""94988""","""7051"""
""" Richard Talmadge""","""94988""","""5796"""
"""Leslie H. Martinson""","""27728""","""26152"""
"""John Guillermin""","""6778""","""2368"""
"""John Guillermin""","""6778""","""4212"""
"""John Guillermin""","""6778""","""2524"""
"""John Guillermin""","""6778""","""2367"""
"""John Guillermin""","""6778""","""6458"""
"""Kihachi Okamoto""","""85309""","""32387"""
"""Chuck Jones""","""100888""","""52435"""
"""Chuck Jones""","""100888""","""8015"""
""" Ben Washam""","""113285""","""52435"""
"""Norman Tokar""","""83413""","""2037"""
"""Norman Tokar""","""83413""","""2038"""
"""Norman Tokar""","""83413""","""1007"""
"""Norman Tokar""","""83413""","""8525"""
"""Norman Tokar""","""83413""","""7312"""
"""Norman Tokar""","""83413""","""2049"""
"""Frederick De Cordova""","""43816""","""4284"""
"""Silvio Narizzano""","""146225""","""2254"""
"""Silvio Narizzano""","""146225""","""34359"""
"""George Axelrod""","""1931""","""7182"""
"""Philippe de Broca""","""34613""","""7122"""
""" Senkichi Taniguchi""","""87543""","""6584"""
"""Jim O'Connolly""","""107333""","""34517"""
"""Franco Zeffirelli""","""24657""","""8964"""
"""Franco Zeffirelli""","""24657""","""613"""
"""Franco Zeffirelli""","""24657""","""2436"""
"""Franco Zeffirelli""","""24657""","""3723"""
"""Franco Zeffirelli""","""24657""","""5729"""
"""Franco Zeffirelli""","""24657""","""3428"""
"""Franco Zeffirelli""","""24657""","""3668"""
"""Franco Zeffirelli""","""24657""","""3028"""
"""Arthur H. Nadel""","""161267""","""4854"""
"""Stuart Rosenberg""","""13859""","""2347"""
"""Stuart Rosenberg""","""13859""","""1327"""
"""Stuart Rosenberg""","""13859""","""4830"""
"""Stuart Rosenberg""","""13859""","""1276"""
"""D.A. Pennebaker""","""21113""","""556"""
"""D.A. Pennebaker""","""21113""","""7979"""
"""D.A. Pennebaker""","""21113""","""26163"""
"""Ted Post""","""18635""","""3682"""
"""Ted Post""","""18635""","""2530"""
"""Ted Post""","""18635""","""2922"""
"""Jean Yarbrough""","""89745""","""3460"""
"""Milos Forman""","""3974""","""1120"""
"""Milos Forman""","""3974""","""3174"""
"""Milos Forman""","""3974""","""5646"""
"""Milos Forman""","""3974""","""1193"""
"""Milos Forman""","""3974""","""1225"""
"""Milos Forman""","""3974""","""5847"""
"""Milos Forman""","""3974""","""26422"""
"""Milos Forman""","""3974""","""5142"""
""" Bernard Knowles""","""3606""","""51044"""
"""Robert Carl Cohen""","""1477275""","""110752"""
"""John Boorman""","""19665""","""4234"""
"""John Boorman""","""19665""","""2425"""
"""John Boorman""","""19665""","""155"""
"""John Boorman""","""19665""","""4117"""
"""John Boorman""","""19665""","""2370"""
"""John Boorman""","""19665""","""1998"""
"""John Boorman""","""19665""","""2871"""
"""John Boorman""","""19665""","""7817"""
"""John Boorman""","""19665""","""2872"""
"""John Boorman""","""19665""","""3143"""
"""John Boorman""","""19665""","""26172"""
"""Arnold Laven""","""55692""","""3025"""
"""Frederick Wiseman""","""138006""","""65638"""
"""Frederick Wiseman""","""138006""","""26176"""
"""James Clavell""","""46611""","""3296"""
"""Christian Marquand""","""38914""","""4281"""
"""Robert Ellis Miller""","""88458""","""3166"""
"""Robert Ellis Miller""","""88458""","""26188"""
"""Anthony Harvey""","""12009""","""3284"""
"""Anthony Harvey""","""12009""","""4427"""
"""George A. Romero""","""14999""","""33834"""
"""George A. Romero""","""14999""","""2898"""
"""George A. Romero""","""14999""","""6731"""
"""George A. Romero""","""14999""","""2900"""
"""George A. Romero""","""14999""","""7387"""
"""George A. Romero""","""14999""","""7492"""
"""George A. Romero""","""14999""","""6395"""
"""George A. Romero""","""14999""","""3016"""
"""George A. Romero""","""14999""","""3805"""
"""George A. Romero""","""14999""","""968"""
"""Michael O'Herlihy""","""51313""","""8763"""
"""Tom Gries""","""18592""","""5302"""
"""Tom Gries""","""18592""","""4045"""
"""Tom Gries""","""18592""","""114464"""
"""Tom Gries""","""18592""","""59834"""
"""Charles Jarrott""","""29646""","""2041"""
"""Charles Jarrott""","""29646""","""8191"""
"""Marv Newland""","""31022""","""114082"""
"""Larry Peerce""","""51373""","""8725"""
"""Peter Collinson""","""39779""","""4933"""
"""Peter Collinson""","""39779""","""6893"""
"""Nat Hiken""","""131565""","""111505"""
"""Éric Rohmer""","""28615""","""5365"""
"""Éric Rohmer""","""28615""","""2708"""
"""Éric Rohmer""","""28615""","""6644"""
"""Éric Rohmer""","""28615""","""5236"""
"""Éric Rohmer""","""28615""","""26208"""
"""Haskell Wexler""","""7067""","""5000"""
"""Peter R. Hunt""","""9868""","""3633"""
"""Ronald Neame""","""7501""","""2013"""
"""Ronald Neame""","""7501""","""8754"""
"""Ronald Neame""","""7501""","""5187"""
"""Ronald Neame""","""7501""","""5742"""
"""Ronald Neame""","""7501""","""2526"""
"""Jack Couffer""","""114269""","""8388"""
"""Albert Maysles""","""1418""","""8264"""
"""Albert Maysles""","""1418""","""8797"""
"""Albert Maysles""","""1418""","""7484"""
""" David Maysles""","""139002""","""8264"""
""" David Maysles""","""139002""","""8797"""
""" David Maysles""","""139002""","""7484"""
""" Charlotte Zwerin""","""1477""","""8797"""
""" Charlotte Zwerin""","""1477""","""7484"""
"""Burt Kennedy""","""18579""","""5597"""
"""Burt Kennedy""","""18579""","""8039"""
"""Bob Fosse""","""66777""","""5341"""
"""Bob Fosse""","""66777""","""3545"""
"""Bob Fosse""","""66777""","""6245"""
"""Bob Fosse""","""66777""","""26487"""
"""Bob Fosse""","""66777""","""2971"""
"""Sam Peckinpah""","""7767""","""6730"""
"""Sam Peckinpah""","""7767""","""3339"""
"""Sam Peckinpah""","""7767""","""8016"""
"""Sam Peckinpah""","""7767""","""7889"""
"""Sam Peckinpah""","""7767""","""7895"""
"""Sam Peckinpah""","""7767""","""599"""
"""Sam Peckinpah""","""7767""","""7897"""
"""Sam Peckinpah""","""7767""","""6301"""
"""Denis Sanders""","""96909""","""4185"""
"""Arthur Allan Seidelman""","""41222""","""6995"""
"""Roy Andersson""","""45791""","""5515"""
"""Roy Andersson""","""45791""","""26228"""
"""Hal Ashby""","""4964""","""3724"""
"""Hal Ashby""","""4964""","""3371"""
"""Hal Ashby""","""4964""","""3099"""
"""Hal Ashby""","""4964""","""3200"""
"""Hal Ashby""","""4964""","""26229"""
"""Hal Ashby""","""4964""","""1235"""
"""Hal Ashby""","""4964""","""1292"""
"""Michael Lindsay-Hogg""","""125543""","""131"""
"""Michael Lindsay-Hogg""","""125543""","""45837"""
""" Nicolas Roeg""","""14132""","""1419"""
""" Nicolas Roeg""","""14132""","""7045"""
""" Nicolas Roeg""","""14132""","""816"""
""" Nicolas Roeg""","""14132""","""4716"""
""" Nicolas Roeg""","""14132""","""6184"""
""" Nicolas Roeg""","""14132""","""5105"""
""" Nicolas Roeg""","""14132""","""77291"""
""" Nicolas Roeg""","""14132""","""26231"""
"""Jesús Franco""","""30956""","""3216"""
"""Bud Yorkin""","""69946""","""4471"""
"""Bud Yorkin""","""69946""","""6528"""
"""Ken Russell""","""32327""","""77291"""
"""Ken Russell""","""32327""","""5366"""
"""Ken Russell""","""32327""","""3459"""
"""Ken Russell""","""32327""","""4538"""
"""Ken Russell""","""32327""","""4518"""
"""Ken Russell""","""32327""","""88106"""
"""Ken Russell""","""32327""","""2877"""
"""Ken Russell""","""32327""","""87884"""
"""Ken Russell""","""32327""","""6247"""
"""Ken Russell""","""32327""","""26241"""
"""Ken Russell""","""32327""","""5276"""
"""Ken Russell""","""32327""","""4713"""
"""Michael Wadleigh""","""57885""","""7836"""
""" Frank Zappa""","""98539""","""37277"""
"""Robert Fuest""","""20937""","""7921"""
"""Robert Fuest""","""20937""","""26265"""
"""Robert Fuest""","""20937""","""4195"""
"""Piers Haggard""","""32154""","""32686"""
"""Piers Haggard""","""32154""","""2286"""
"""Marcel Ophüls""","""19789""","""32853"""
"""William Friedkin""","""15175""","""95761"""
"""William Friedkin""","""15175""","""3513"""
"""William Friedkin""","""15175""","""6219"""
"""William Friedkin""","""15175""","""77846"""
"""William Friedkin""","""15175""","""424"""
"""William Friedkin""","""15175""","""132"""
"""William Friedkin""","""15175""","""7040"""
"""William Friedkin""","""15175""","""2982"""
"""William Friedkin""","""15175""","""26393"""
"""William Friedkin""","""15175""","""1997"""
"""William Friedkin""","""15175""","""1953"""
"""William Friedkin""","""15175""","""4837"""
"""Claude Jutra""","""545675""","""26251"""
"""Douglas Trumbull""","""12112""","""5410"""
"""Douglas Trumbull""","""12112""","""5054"""
""" Chia-Hsiang Wu""","""72433""","""4440"""
"""Richard C. Sarafian""","""21544""","""7300"""
"""Buzz Kulik""","""40402""","""32203"""
"""Buzz Kulik""","""40402""","""4751"""
"""Milton Katselas""","""213341""","""5353"""
"""Michael Ritchie""","""12964""","""1583"""
"""Michael Ritchie""","""12964""","""26835"""
"""Michael Ritchie""","""12964""","""437"""
"""Michael Ritchie""","""12964""","""528"""
"""Michael Ritchie""","""12964""","""6315"""
"""Michael Ritchie""","""12964""","""2735"""
"""Michael Ritchie""","""12964""","""2371"""
"""Michael Ritchie""","""12964""","""2372"""
"""Michael Ritchie""","""12964""","""4490"""
"""Michael Ritchie""","""12964""","""5139"""
"""Michael Ritchie""","""12964""","""8851"""
"""Michael Ritchie""","""12964""","""1082"""
"""Michael Ritchie""","""12964""","""34583"""
"""Michael Ritchie""","""12964""","""5360"""
"""Aleksandr Seryj""","""96423""","""74727"""
""" Howard Ziehm""","""1645807""","""59935"""
"""Ralph Bakshi""","""16384""","""7228"""
"""Ralph Bakshi""","""16384""","""31150"""
"""Ralph Bakshi""","""16384""","""2116"""
"""Ralph Bakshi""","""16384""","""5002"""
"""Ralph Bakshi""","""16384""","""5041"""
"""Ralph Bakshi""","""16384""","""3725"""
"""Yves Robert""","""25182""","""5839"""
"""Yves Robert""","""25182""","""5840"""
"""Yves Robert""","""25182""","""26268"""
"""Kenji Misumi""","""80702""","""5244"""
"""Kenji Misumi""","""80702""","""62801"""
"""Wes Craven""","""5140""","""50912"""
"""Wes Craven""","""5140""","""35957"""
"""Wes Craven""","""5140""","""2996"""
"""Wes Craven""","""5140""","""1407"""
"""Wes Craven""","""5140""","""1717"""
"""Wes Craven""","""5140""","""3273"""
"""Wes Craven""","""5140""","""366"""
"""Wes Craven""","""5140""","""93"""
"""Wes Craven""","""5140""","""2465"""
"""Wes Craven""","""5140""","""1347"""
"""Wes Craven""","""5140""","""4541"""
"""Wes Craven""","""5140""","""5588"""
"""Wes Craven""","""5140""","""5569"""
"""Wes Craven""","""5140""","""2668"""
"""Peter Medak""","""21377""","""1862"""
"""Peter Medak""","""21377""","""521"""
"""Peter Medak""","""21377""","""26695"""
"""Peter Medak""","""21377""","""1162"""
"""Peter Medak""","""21377""","""4696"""
"""Peter Medak""","""21377""","""4833"""
"""Gordon Parks Jr.""","""88148""","""7272"""
"""Terrence Malick""","""30715""","""86898"""
"""Terrence Malick""","""30715""","""42418"""
"""Terrence Malick""","""30715""","""2427"""
"""Terrence Malick""","""30715""","""2932"""
"""Terrence Malick""","""30715""","""3741"""
"""John D. Hancock""","""79726""","""2400"""
"""John D. Hancock""","""79726""","""6230"""
"""Charles A. Nichols""","""106834""","""2137"""
""" Iwao Takamoto""","""106835""","""2137"""
"""James William Guercio""","""95134""","""32632"""
"""Robert Clouse""","""57727""","""4441"""
"""Robert Clouse""","""57727""","""7482"""
"""Robert Clouse""","""57727""","""4717"""
"""Marco Ferreri""","""34264""","""3655"""
"""Perry Henzell""","""52837""","""6051"""
"""Tonino Valerii""","""57639""","""26294"""
"""Jean Eustache""","""53914""","""45942"""
"""Franco Brusati""","""49552""","""615"""
"""René Laloux""","""80260""","""3687"""
"""René Laloux""","""80260""","""2495"""
"""Jerry Schatzberg""","""98199""","""2257"""
"""Jerry Schatzberg""","""98199""","""26302"""
"""Jerry Schatzberg""","""98199""","""5186"""
"""Jerry Schatzberg""","""98199""","""68614"""
"""Brian De Palma""","""1150""","""103449"""
"""Brian De Palma""","""1150""","""48142"""
"""Brian De Palma""","""1150""","""3354"""
"""Brian De Palma""","""1150""","""5809"""
"""Brian De Palma""","""1150""","""648"""
"""Brian De Palma""","""1150""","""2126"""
"""Brian De Palma""","""1150""","""7636"""
"""Brian De Palma""","""1150""","""431"""
"""Brian De Palma""","""1150""","""2194"""
"""Brian De Palma""","""1150""","""3130"""
"""Brian De Palma""","""1150""","""4577"""
"""Brian De Palma""","""1150""","""3732"""
"""Brian De Palma""","""1150""","""4789"""
"""Brian De Palma""","""1150""","""1345"""
"""Brian De Palma""","""1150""","""26303"""
"""Brian De Palma""","""1150""","""7616"""
"""Brian De Palma""","""1150""","""4262"""
"""Brian De Palma""","""1150""","""5712"""
"""Brian De Palma""","""1150""","""4932"""
"""Ere Kokkonen""","""116155""","""66246"""
"""Joseph Sargent""","""15663""","""27871"""
"""Joseph Sargent""","""15663""","""4124"""
"""Joseph Sargent""","""15663""","""3384"""
"""Joseph Sargent""","""15663""","""6585"""
"""Joseph Sargent""","""15663""","""2855"""
"""Robin Hardy""","""80261""","""4754"""
"""Jamie Uys""","""55668""","""2151"""
"""Jamie Uys""","""55668""","""6408"""
"""Jamie Uys""","""55668""","""2150"""
"""Ted Kotcheff""","""16544""","""1091"""
"""Ted Kotcheff""","""16544""","""4550"""
"""Ted Kotcheff""","""16544""","""75990"""
"""Ted Kotcheff""","""16544""","""4353"""
"""Ted Kotcheff""","""16544""","""2403"""
"""Ted Kotcheff""","""16544""","""3506"""
"""Bob Clark""","""12698""","""8859"""
"""Bob Clark""","""12698""","""2555"""
"""Bob Clark""","""12698""","""2751"""
"""Bob Clark""","""12698""","""5980"""
"""Bob Clark""","""12698""","""3689"""
"""Bob Clark""","""12698""","""2804"""
"""Bob Clark""","""12698""","""3688"""
"""Michael Winner""","""19244""","""3432"""
"""Michael Winner""","""19244""","""4469"""
"""Michael Winner""","""19244""","""5352"""
"""Michael Winner""","""19244""","""3430"""
"""Michael Winner""","""19244""","""3431"""
"""Just Jaeckin""","""38007""","""5984"""
"""Just Jaeckin""","""38007""","""26317"""
""" Antonio Margheriti""","""5561""","""26320"""
"""Gordon Hessler""","""82505""","""3771"""
"""Martin Davidson""","""184008""","""3590"""
"""Martin Davidson""","""184008""","""4589"""
""" Stephen Verona""","""121643""","""3590"""
"""Liliana Cavani""","""67750""","""2074"""
"""Tobe Hooper""","""10051""","""8839"""
"""Tobe Hooper""","""10051""","""2460"""
"""Tobe Hooper""","""10051""","""2377"""
"""Tobe Hooper""","""10051""","""2459"""
"""Tobe Hooper""","""10051""","""3294"""
"""Tobe Hooper""","""10051""","""1994"""
"""Tobe Hooper""","""10051""","""3021"""
"""Tobe Hooper""","""10051""","""31502"""
"""Jack Haley Jr.""","""145797""","""8998"""
"""Bertrand Blier""","""34262""","""5087"""
"""Bertrand Blier""","""34262""","""5088"""
"""Bertrand Blier""","""34262""","""5518"""
"""Jean-Charles Tacchella""","""210193""","""26338"""
"""Bill Rebane""","""114518""","""5356"""
"""Ellen Hovde""","""1002594""","""8264"""
""" Muffie Meyer""","""2562524""","""8264"""
"""Joan Micklin Silver""","""97646""","""4622"""
"""Joan Micklin Silver""","""97646""","""4495"""
"""Joan Micklin Silver""","""97646""","""31104"""
"""Joan Micklin Silver""","""97646""","""55757"""
"""Dario Argento""","""4955""","""6803"""
"""Dario Argento""","""4955""","""4437"""
"""Dario Argento""","""4955""","""7115"""
"""Dario Argento""","""4955""","""6140"""
"""Dario Argento""","""4955""","""3587"""
"""Jim Sharman""","""13484""","""2657"""
"""Ramesh Sippy""","""85446""","""34435"""
"""Shigehiro Ozawa""","""141130""","""7892"""
"""Lina Wertmüller""","""26265""","""573"""
"""Lina Wertmüller""","""26265""","""2239"""
"""Lina Wertmüller""","""26265""","""2238"""
"""John Carpenter""","""11770""","""4735"""
"""John Carpenter""","""11770""","""849"""
"""John Carpenter""","""11770""","""2328"""
"""John Carpenter""","""11770""","""407"""
"""John Carpenter""","""11770""","""332"""
"""John Carpenter""","""11770""","""26603"""
"""John Carpenter""","""11770""","""3740"""
"""John Carpenter""","""11770""","""3699"""
"""John Carpenter""","""11770""","""4553"""
"""John Carpenter""","""11770""","""1982"""
"""John Carpenter""","""11770""","""3726"""
"""John Carpenter""","""11770""","""2517"""
"""John Carpenter""","""11770""","""2288"""
"""John Carpenter""","""11770""","""1129"""
"""John Carpenter""","""11770""","""1128"""
"""James Frawley""","""68457""","""5278"""
"""James Frawley""","""68457""","""5490"""
"""James Frawley""","""68457""","""3396"""
"""Alan Parker""","""9168""","""6187"""
"""Alan Parker""","""9168""","""1416"""
"""Alan Parker""","""9168""","""3179"""
"""Alan Parker""","""9168""","""518"""
"""Alan Parker""","""9168""","""3706"""
"""Alan Parker""","""9168""","""3060"""
"""Alan Parker""","""9168""","""3106"""
"""Alan Parker""","""9168""","""4326"""
"""Alan Parker""","""9168""","""3498"""
"""Alan Parker""","""9168""","""6798"""
"""Alan Parker""","""9168""","""3342"""
"""Alan Parker""","""9168""","""6127"""
"""Alan Parker""","""9168""","""1298"""
"""Alan Parker""","""9168""","""4936"""
"""James Fargo""","""66222""","""5382"""
"""James Fargo""","""66222""","""4945"""
"""David Lynch""","""5602""","""70927"""
"""David Lynch""","""5602""","""49932"""
"""David Lynch""","""5602""","""4848"""
"""David Lynch""","""5602""","""2966"""
"""David Lynch""","""5602""","""1464"""
"""David Lynch""","""5602""","""3262"""
"""David Lynch""","""5602""","""2076"""
"""David Lynch""","""5602""","""2021"""
"""David Lynch""","""5602""","""7044"""
"""David Lynch""","""5602""","""3676"""
"""David Lynch""","""5602""","""2313"""
"""Mark Haggard""","""1069525""","""104662"""
"""Barbara Kopple""","""22020""","""49132"""
"""Barbara Kopple""","""22020""","""1865"""
"""Barbara Kopple""","""22020""","""1169"""
"""Barbara Kopple""","""22020""","""26366"""
"""Sergio Garrone""","""107276""","""114766"""
"""Nicolas Gessner""","""29494""","""32728"""
"""Richard Donner""","""7187""","""43936"""
"""Richard Donner""","""7187""","""6959"""
"""Richard Donner""","""7187""","""1597"""
"""Richard Donner""","""7187""","""1918"""
"""Richard Donner""","""7187""","""2002"""
"""Richard Donner""","""7187""","""368"""
"""Richard Donner""","""7187""","""23"""
"""Richard Donner""","""7187""","""2000"""
"""Richard Donner""","""7187""","""3479"""
"""Richard Donner""","""7187""","""2005"""
"""Richard Donner""","""7187""","""2001"""
"""Richard Donner""","""7187""","""3087"""
"""Richard Donner""","""7187""","""2640"""
"""Richard Donner""","""7187""","""1350"""
"""Richard Donner""","""7187""","""4929"""
"""Frank Pierson""","""13861""","""27646"""
"""Frank Pierson""","""13861""","""27410"""
"""Frank Pierson""","""13861""","""31284"""
"""Jerry Jameson""","""52094""","""2522"""
"""Michael Pressman""","""59649""","""1043"""
"""Michael Pressman""","""59649""","""3439"""
"""Michael Pressman""","""59649""","""5141"""
"""Ridley Scott""","""578""","""77866"""
"""Ridley Scott""","""578""","""62374"""
"""Ridley Scott""","""578""","""55765"""
"""Ridley Scott""","""578""","""105755"""
"""Ridley Scott""","""578""","""116887"""
"""Ridley Scott""","""578""","""94864"""
"""Ridley Scott""","""578""","""134130"""
"""Ridley Scott""","""578""","""6708"""
"""Ridley Scott""","""578""","""33162"""
"""Ridley Scott""","""578""","""3578"""
"""Ridley Scott""","""578""","""4148"""
"""Ridley Scott""","""578""","""5010"""
"""Ridley Scott""","""578""","""86"""
"""Ridley Scott""","""578""","""1586"""
"""Ridley Scott""","""578""","""3418"""
"""Ridley Scott""","""578""","""2956"""
"""Ridley Scott""","""578""","""2143"""
"""Ridley Scott""","""578""","""4572"""
"""Ridley Scott""","""578""","""5965"""
"""Ridley Scott""","""578""","""541"""
"""Ridley Scott""","""578""","""1214"""
"""Gary Nelson""","""47893""","""2748"""
"""Gary Nelson""","""47893""","""2014"""
"""Gary Nelson""","""47893""","""2034"""
"""Nobuhiko Ôbayashi""","""132305""","""50641"""
"""Paolo Taviani""","""24279""","""98587"""
"""Paolo Taviani""","""24279""","""59447"""
"""Paolo Taviani""","""24279""","""4114"""
"""Paolo Taviani""","""24279""","""71180"""
"""Paolo Taviani""","""24279""","""6107"""
""" Vittorio Taviani""","""24281""","""98587"""
""" Vittorio Taviani""","""24281""","""59447"""
""" Vittorio Taviani""","""24281""","""4114"""
""" Vittorio Taviani""","""24281""","""71180"""
""" Vittorio Taviani""","""24281""","""6107"""
"""Enzo G. Castellari""","""50739""","""52319"""
"""Enzo G. Castellari""","""50739""","""81660"""
"""John Badham""","""12840""","""415"""
"""John Badham""","""12840""","""8268"""
"""John Badham""","""12840""","""227"""
"""John Badham""","""12840""","""89"""
"""John Badham""","""12840""","""5553"""
"""John Badham""","""12840""","""4545"""
"""John Badham""","""12840""","""3214"""
"""John Badham""","""12840""","""3705"""
"""John Badham""","""12840""","""5693"""
"""John Badham""","""12840""","""26464"""
"""John Badham""","""12840""","""6979"""
"""John Badham""","""12840""","""6665"""
"""Alan Rudolph""","""72427""","""6592"""
"""Alan Rudolph""","""72427""","""3721"""
"""Alan Rudolph""","""72427""","""1733"""
"""Alan Rudolph""","""72427""","""2507"""
"""Alan Rudolph""","""72427""","""2267"""
"""Alan Rudolph""","""72427""","""369"""
"""Alan Rudolph""","""72427""","""5641"""
"""Alan Rudolph""","""72427""","""57430"""
"""Alan Rudolph""","""72427""","""26501"""
"""Joel M. Reed""","""239180""","""105763"""
"""Édouard Molinaro""","""24380""","""4705"""
"""Édouard Molinaro""","""24380""","""4706"""
"""Irvin Kershner""","""10930""","""2986"""
"""Irvin Kershner""","""10930""","""3445"""
"""Irvin Kershner""","""10930""","""7573"""
"""Irvin Kershner""","""10930""","""1196"""
"""John Alan Schwartz""","""72172""","""5736"""
"""John Alan Schwartz""","""72172""","""5737"""
"""John Alan Schwartz""","""72172""","""5735"""
"""John Alan Schwartz""","""72172""","""5734"""
"""James Toback""","""56381""","""69458"""
"""James Toback""","""56381""","""3509"""
"""James Toback""","""56381""","""1816"""
"""James Toback""","""56381""","""7198"""
"""James Toback""","""56381""","""5834"""
"""Errol Morris""","""18533""","""7156"""
"""Errol Morris""","""18533""","""3182"""
"""Errol Morris""","""18533""","""1649"""
"""Errol Morris""","""18533""","""6780"""
"""Errol Morris""","""18533""","""1189"""
"""Errol Morris""","""18533""","""26400"""
"""Errol Morris""","""18533""","""5914"""
""" Arthur Rankin Jr.""","""16411""","""26403"""
""" Arthur Rankin Jr.""","""16411""","""6093"""
""" Arthur Rankin Jr.""","""16411""","""5038"""
"""Meir Zarchi""","""93410""","""5891"""
"""Donald Wrye""","""110922""","""4316"""
"""George Kaczender""","""164641""","""26404"""
"""Philip Kaufman""","""648""","""3993"""
"""Philip Kaufman""","""648""","""517"""
"""Philip Kaufman""","""648""","""7487"""
"""Philip Kaufman""","""648""","""1295"""
"""Philip Kaufman""","""648""","""7001"""
"""Philip Kaufman""","""648""","""1231"""
"""Philip Kaufman""","""648""","""5600"""
"""Jeannot Szwarc""","""16187""","""2399"""
"""Jeannot Szwarc""","""16187""","""3877"""
"""Jeannot Szwarc""","""16187""","""1388"""
"""Jeannot Szwarc""","""16187""","""1286"""
"""Robert S. Fiveson""","""1018959""","""26409"""
"""Chia-Liang Liu""","""2648917""","""3972"""
"""Chia-Liang Liu""","""2648917""","""51277"""
"""Chia-Liang Liu""","""2648917""","""102252"""
"""David Lowell Rich""","""40187""","""2536"""
"""Volker Schlöndorff""","""10249""","""1783"""
"""Volker Schlöndorff""","""10249""","""6678"""
"""Volker Schlöndorff""","""10249""","""1161"""
"""Ruggero Deodato""","""45572""","""26480"""
"""Ruggero Deodato""","""45572""","""8906"""
"""Ruggero Deodato""","""45572""","""6000"""
"""Lewis John Carlino""","""84657""","""2241"""
"""Lewis John Carlino""","""84657""","""3135"""
"""Gerald Seth Sindell""","""1129542""","""3804"""
"""Ivan Reitman""","""8858""","""45732"""
"""Ivan Reitman""","""8858""","""110453"""
"""Ivan Reitman""","""8858""","""84374"""
"""Ivan Reitman""","""8858""","""4343"""
"""Ivan Reitman""","""8858""","""1526"""
"""Ivan Reitman""","""8858""","""1894"""
"""Ivan Reitman""","""8858""","""440"""
"""Ivan Reitman""","""8858""","""256"""
"""Ivan Reitman""","""8858""","""6308"""
"""Ivan Reitman""","""8858""","""2716"""
"""Ivan Reitman""","""8858""","""7004"""
"""Ivan Reitman""","""8858""","""2717"""
"""Ivan Reitman""","""8858""","""4558"""
"""Ivan Reitman""","""8858""","""1663"""
"""Ivan Reitman""","""8858""","""3040"""
"""Don Coscarelli""","""58245""","""99437"""
"""Don Coscarelli""","""58245""","""6755"""
"""Don Coscarelli""","""58245""","""3839"""
"""Don Coscarelli""","""58245""","""3838"""
"""Don Coscarelli""","""58245""","""3837"""
"""Don Coscarelli""","""58245""","""4915"""
"""Don Coscarelli""","""58245""","""2901"""
"""Marino Girolami""","""38585""","""5413"""
